gene_accession,UK047D1T0,PT125H2T1,UK044D2T0,UK015H1T0,PT114D1T0,PT120D1T1,PT218D1T1,UK031D1T0,UK034H1T0,PT021D2T0,PT015H2T0,UK018D1T0,UK018H1T0,PT120D1T0,PT218H1T0,UK028D1T0,PT221D1T1,PT023H2T0,PT015H4T0,UK036H1T0,PT051H1T0,PT120H1T0,PT114H1T0,PT114D1T1,PT024D1T0,PT021H2T0,UK002H2T0,UK014D1T0,PT221H1T1,PT120D2T0,UK008D1T0,UK008H1T0,PT205H4T1,PT012D1T0,PT017D1T0,UK012H1T0,PT120H1T1,UK031H1T0,UK038D2T0,UK026D1T0,PT125D1T0,PT218D1T0,UK020D1T0,PT054H1T0,PT221D1T0,PT014D1T0,UK015D1T0,PT120H2T0,PT010D1T0,PT053H1T0,UK014H2T0,UK033H1T0,PT024D1T0B,UK019H2T0,UK036D1T0,UK053D1T0,PT026D1T0,PT205H2T0,UK053H1T0,PT046D1T0,PT120D3T1,PT021D1T0,PT114H2T1,PT221H2T1,PT052H1T0,PT051D1T0,PT131H2T0,UK026H1T0,UK019H1T0,PT131D1T0,PT050D1T0,UK002H1T0,UK034D1T0,PT131D1T1,UK005D1T0,PT019H2T0,PT019D1T0,PT019D1T0B,PT131H1T0,PT012H1T0,UK047D1T0B,PT051D3T0,PT205H4T0,UK044D1T0,UK036D1T0B,UK002D1T0,PT015D1T0,PT046H1T0,PT023H1T0,PT054D1T0,PT125H1T1,UK014H1T0,PT125D1T1,PT015H3T0,UK015H2T0,PT010H1T0,PT218H1T1,PT015H1T0,PT010H2T0,PT125H2T0,PT051D2T0,PT114H1T1,UK019D1T0,PT014H1T0,PT120D3T0,PT114H2T0,UK014D1T0B,PT221H2T0,PT131H1T1,PT118H1T1,PT024H1T0,PT205D1T0,PT131H2T1,UK012D1T0,PT221H1T0,PT118H1T0,UK028H1T0,PT024H2T0,PT051H2T0,PT118D1T1,PT120D2T1,UK038H1T0,PT205D1T1,PT019H1T0,PT120H2T1,UK047H1T0,PT017H1T0,PT052D1T0,UK005H1T0,PT026H1T0,PT051D5T0,PT118D1T0,PT050H1T0,PT205H2T1,UK033D1T0,PT053D1T0,UK020H1T0,UK005H2T0,UK008D1T0B,UK044D3T0,PT125H1T0,PT050D1T0B,PT046D1T0B,UK044H1T0,PT023D1T0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,8,0,134,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0,241,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,303,0,0,0,24,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,249,9,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2479|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6882|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,168,0,0,0,267,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0
MEG_2404|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6916|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,663,71,0,0,374,0,0,243,0,0,560,0,12,49,0,0,172,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,373,0,430,0,0,0,0,56,24,0,0,0,0,0,0,493,175,0,384,0,0,128,47,0,0,0,0,0,0,0,0,0,0,0,12,0,0,52,0,0,0,0,0,0,0,0,0,0,0,124,70,541,0,77,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,276,294,16,19,1108,1054,711,0,921,164,1010,28,113,1169,872,1140,1080,729,570,875,15,673,1046,718,137,270,566,419,766,1155,1014,1092,576,127,910,0,884,667,0,31,1131,1125,1202,1138,131,30,33,273,952,847,1005,125,163,381,25,393,861,616,375,39,1050,563,1147,473,335,103,970,61,1200,1151,21,961,294,1030,0,296,0,0,612,653,188,366,1081,29,24,14,1136,1037,1082,1028,499,72,943,179,62,0,705,43,695,332,849,344,0,122,1052,227,445,956,337,60,130,179,930,0,1025,46,956,489,1032,427,928,852,1071,640,652,1104,833,622,8,937,492,28,45,949,944,17,32,0,1051,527,1142,0,31,0,997
MEG_3561|Drugs|betalactams|Class_A_betalactamases|LEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0
MEG_6763|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,16,625,66,0,0,387,0,0,169,0,0,509,0,0,54,0,0,142,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,372,0,0,43,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,567,0,308,0,405,0,0,0,0,42,0,0,0,0,0,0,0,513,100,0,385,42,0,92,36,0,0,16,0,0,0,53,0,0,0,0,10,0,0,55,0,0,0,0,0,0,20,0,0,0,0,97,57,500,0,86,0,0,39,0,0,0,0,0,0,45,0,0,0,0,0,545,0,0,0,12
MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,14,0,0,0,73,674,0,0,0,10,0,0,434,441,0,759,0,0,0,0,0,108,669,0,0,0,0,0,12,0,198,258,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,163,0,0,0,81,0,419,0,394,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,112,0,0,0,0,21,15,0,676,0,20,763,0,20,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,33,0,761,0,0,0,0,0,0,0,760,19,0,11,0,0,0,0,0,0,628,0,0,0,0
MEG_6691|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,92,0,0,0,116,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6742|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,582,55,0,0,299,0,0,178,0,0,413,0,0,36,0,0,121,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,242,0,352,0,0,0,0,41,23,0,0,0,0,0,0,460,78,0,311,0,0,85,17,0,0,0,0,0,0,39,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,88,64,452,0,54,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,446,0,0,0,0
MEG_3920|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1275|Drugs|betalactams|Class_C_betalactamases|BLAEC,115,0,0,33,0,1976,421,0,0,0,1673,0,162,584,417,1880,604,1183,178,170,0,219,374,0,53,39,1252,780,309,1241,844,663,1087,446,1529,0,1372,0,0,0,0,1918,0,1590,40,0,0,165,1924,226,1967,190,98,0,0,0,1858,179,0,0,2046,541,0,162,593,20,1511,112,764,1470,0,1831,64,1181,0,40,0,0,801,656,79,244,1530,0,0,0,1488,1984,224,1965,0,24,912,0,83,0,1285,63,1530,0,517,56,0,149,2065,326,885,81,846,38,0,211,1523,0,411,0,0,0,596,0,1354,1706,0,579,1271,478,0,204,203,380,481,0,36,1396,1747,29,43,0,1131,0,329,0,25,0,738
MEG_1888|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2996|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4073|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRD,1014,2494,797,1383,890,240,689,1341,2437,1169,2437,1561,2288,42,2617,1119,514,1874,1422,1980,1426,2046,1894,1271,1308,2430,749,1129,1250,883,0,1865,2642,1068,401,2319,1896,2054,321,969,1174,1025,0,1650,1346,753,1047,2190,864,2626,2773,2562,1414,496,764,1116,741,2047,2516,1471,1030,1040,771,2541,376,0,1608,1723,896,2435,571,1049,1229,286,1074,2287,941,890,2588,1145,933,0,2156,537,683,1316,1408,2338,1996,1100,2801,2353,1248,2534,2096,2085,2545,1603,2633,2540,1128,2120,1043,1386,879,205,1142,1495,2627,2638,2258,1187,1948,1153,1936,2630,896,1859,2210,1089,652,963,0,2067,2113,242,2227,1240,993,2748,1247,228,2306,2481,0,993,2158,1282,463,865,2596,497,1346,2730,1060
MEG_2325|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7357|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_8089|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,67,0,0,0,0,68,0,0,0,0,0,0,0,631,0,307,0,0,0,0,0,730,533,0,0,0,0,0,685,426,1789,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,155,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,68,0,0,0,0,0,0,0,51,0,749,0,0,0,517,0,0,0,231,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,897,0,0,0,0,0,308,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,1886,0,402,0,0,0,0
MEG_2999|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,15,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,123,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,29,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,94,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,212,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,277,0,0,0,0
MEG_888|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,366,0,0,0,0,139,0,0,0,0,0,791,0,0,0,476,0,390,0,0,212,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,136,0,15,0,0,0,0,0,577,0,0,42,0,0,0,0,29,0,254,0,283,0,209,0,108,0,26,0,0,0,0,0,0,161,50,0,98,0,0,0,0,0,0,0,0,0,0,0,0
MEG_869|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_958|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,599,0,0,0,0,237,0,0,0,0,0,528,0,0,0,750,16,178,0,0,343,0,0,811,49,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,75,0,488,0,394,0,410,0,123,0,56,0,72,0,0,0,0,361,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,0,0,497,533,393,0,213,32,492,0,0,659,198,676,535,187,166,228,0,226,426,240,0,51,227,86,297,673,378,591,119,0,399,0,332,90,0,0,591,670,790,574,26,0,0,46,464,217,584,0,17,127,0,38,336,68,72,0,568,102,582,175,84,22,457,0,702,689,0,422,44,497,0,82,0,0,128,95,0,63,459,0,0,0,678,525,494,561,113,0,294,44,0,0,186,0,268,30,259,54,0,0,607,20,83,551,63,9,0,21,441,0,474,0,551,157,389,56,344,417,557,117,114,662,226,300,198,278,153,0,0,327,422,0,0,0,569,84,627,0,0,0,325
MEG_8253|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,0,1182,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,1160,0,495,0,0,0,0,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,1033,0,0,1671,1296,0,0,0,0,0,1211,0,899,0,0,0,1188,0,1312,658,1168,0,0,0,0,1519,0,0,0,1041,0,0,0,0,0,0,0,1453,0,0,0,1033,0,0,1306,0,0,1336,0,0,825,0,0,0,0,869,0,1526,699,0,1254,1588,0,0,0,0,0,0,0,0,0,0,1519,0
MEG_6901|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,176,0,0,0,333,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,83,0,94,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
MEG_90|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,9,0,0,0,0,276,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0
MEG_7491|Drugs|Glycopeptides|VanB-type_regulator|VANSB,0,0,0,0,0,0,0,0,407,0,0,0,34,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7186|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,35,0,72,0,0,0,0,0,0,0,0,400,0,137,0,0,0,0,0,0,0,0,0,0
MEG_1768|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,37,0,0,0,843,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,0,182,0,0,1142,1076,801,0,0,231,1152,0,79,798,45,85,1132,858,0,1217,0,0,1289,18,44,628,928,0,0,439,201,32,141,240,1063,0,0,871,0,0,0,853,0,137,131,0,12,200,936,488,0,210,44,431,0,0,1044,0,0,0,1163,117,1198,19,88,0,1244,0,63,219,36,0,15,0,0,580,0,0,669,704,0,0,795,0,0,0,1367,1355,33,0,807,40,0,450,0,0,732,56,1096,325,368,286,0,53,1229,34,0,1063,747,63,113,0,1191,0,0,0,1390,606,0,138,255,633,1178,898,1039,1161,1244,1025,36,25,0,0,0,1080,350,0,0,0,318,0,1127,25,0,0,357
MEG_2165|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4181|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMC,0,506,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,17,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,544,44,0,0,0,0,0,157,0,0,400,0,0,37,0,0,108,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,16,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,223,0,373,0,0,0,0,42,21,0,0,0,0,0,0,464,113,0,271,20,0,105,0,0,0,17,0,0,0,29,0,0,0,0,13,0,0,34,0,0,0,0,0,0,0,0,0,0,0,90,51,424,0,39,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0
MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,394,3280,2580,3300,0,3146,2777,1786,3431,2816,3199,2375,3118,0,3092,273,297,3207,3376,3471,3598,3462,3257,435,3304,3016,3081,41,3397,1825,1617,3399,3280,3198,3000,3448,3335,2668,72,321,787,2717,1613,3341,3182,2741,2021,3427,2422,2816,2829,3590,3450,3194,859,1455,2879,2999,3384,3026,3214,2919,3134,3409,3244,3009,3428,3212,1957,0,2506,3423,1812,0,0,3428,3338,3310,3027,3346,351,2987,2900,2975,606,2850,2571,3438,3377,3224,3520,3419,51,3308,3360,3398,3127,2940,3487,3432,3051,3356,0,2466,2422,1025,75,3210,3294,3291,3312,2950,3451,1281,3286,3341,3173,3423,3345,2798,3032,3300,101,3417,3427,3344,3263,3317,3427,3417,1337,2754,3155,2564,2231,3088,3356,3313,1986,2401,3208,2374,2766,3103,3341
